Domain_Age,sld,oc_8,Emails,hex_32,Domain_Name,puny_coded,Page_Rank,Alexa_Rank,3gram,distance_from_bad_words,Country,hex_8,oc_32,len,typos,Registrar,dec_8,2gram,State,1gram,obfuscate_at_sign,entropy,numeric_percentage,Registrant_Name,subdomain,char_distribution,shortened,longest_word,Name_Server_Count,dec_32,Creation_Date_Time,Organization,tld,
,datewithdestiny,0,,0,,0,,,"['dat', 'ate', 'tew', 'ewi', 'wit', 'ith', 'thd', 'hde', 'des', 'est', 'sti', 'tin', 'iny']","{'with': 5.350378787878788, 'date': 5.045454545454546, 'destiny': 6.4393939393939394}",,0,0,16,"[('wordpress.org', 86), ('wikipedia.org', 86)]",,0,"['da', 'at', 'te', 'ew', 'wi', 'it', 'th', 'hd', 'de', 'es', 'st', 'ti', 'in', 'ny']",,"['d', 'a', 't', 'e', 'w', 'i', 't', 'h', 'd', 'e', 's', 't', 'i', 'n', 'y']",0,3.0778195311,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'n': 1, 'w': 1, 't': 3, 'e': 2, 'h': 1, 'd': 2, 'i': 2, 'y': 1, 's': 1})",-1,destiny,,0,,,org.ng,
0,dbg18n2,0,,0,,0,,-1,"['dbg', 'bg1', 'g18', '18n', '8n2']","{'n': 5.428030303030303, '8': 5.744318181818182, '2': 5.740530303030303, 'g': 5.524621212121212, 'db': 5.547348484848484, '1': 5.740530303030303}",,0,0,8,"[('goo.ne.jp', 53), ('exblog.jp', 53)]",,0,"['db', 'bg', 'g1', '18', '8n', 'n2']",,"['d', 'b', 'g', '1', '8', 'n', '2']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'2': 1, 'n': 1, 'b': 1, '8': 1, 'd': 1, 'g': 1, '1': 1})",-1,db,0,0,,,jp,
"1509 days, 13:26:56.225086",diplomaticinitiatives,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,DIPLOMATICINITIATIVES.COM,0,,-1,"['dip', 'ipl', 'plo', 'lom', 'oma', 'mat', 'ati', 'tic', 'ici', 'cin', 'ini', 'nit', 'iti', 'tia', 'iat', 'ati', 'tiv', 'ive', 'ves']","{'diplomatic': 8.700757575757576, 'initiatives': 9.613636363636363}",GDPR Masked,0,0,22,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['di', 'ip', 'pl', 'lo', 'om', 'ma', 'at', 'ti', 'ic', 'ci', 'in', 'ni', 'it', 'ti', 'ia', 'at', 'ti', 'iv', 've', 'es']",GDPR Masked,"['d', 'i', 'p', 'l', 'o', 'm', 'a', 't', 'i', 'c', 'i', 'n', 'i', 't', 'i', 'a', 't', 'i', 'v', 'e', 's']",0,3.2447000675,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'm': 1, 't': 3, 'n': 1, 's': 1, 'l': 1, 'a': 2, 'p': 1, 'd': 1, 'i': 6, 'v': 1, 'c': 1, 'e': 1})",-1,initiatives,8,0,2015-09-07 12:29:02,GDPR Masked,com,
"146 days, 15:52:35.715213",disconoutntollspro,0,"['abuse@namesilo.com', 'pw-ac08cc6ed133a7a6f04f26be1faabcb0@privacyguardian.org']",0,"['DISCONOUTNTOLLSPRO.COM', 'disconoutntollspro.com']",0,,-1,"['dis', 'isc', 'sco', 'con', 'ono', 'nou', 'out', 'utn', 'tnt', 'nto', 'tol', 'oll', 'lls', 'lsp', 'spr', 'pro']","{'tn': 5.229166666666667, 'pro': 5.208333333333333, 'tolls': 5.517045454545454, 'disco': 5.666666666666667, 'nou': 5.242424242424242}",US,0,0,19,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['di', 'is', 'sc', 'co', 'on', 'no', 'ou', 'ut', 'tn', 'nt', 'to', 'ol', 'll', 'ls', 'sp', 'pr', 'ro']",AZ,"['d', 'i', 's', 'c', 'o', 'n', 'o', 'u', 't', 'n', 't', 'o', 'l', 'l', 's', 'p', 'r', 'o']",0,3.182247118,0,,0,"defaultdict(<class 'int'>, {'n': 2, 'p': 1, 'o': 4, 'i': 1, 't': 2, 'd': 1, 'c': 1, 'u': 1, 'r': 1, 's': 2, 'l': 2})",-1,tolls,3,0,2019-06-01 10:52:07,See PrivacyGuardian.org,com,
"146 days, 15:52:44.475588",disconoutntollspro,0,"['abuse@namesilo.com', 'pw-ac08cc6ed133a7a6f04f26be1faabcb0@privacyguardian.org']",0,"['DISCONOUTNTOLLSPRO.COM', 'disconoutntollspro.com']",0,,-1,"['dis', 'isc', 'sco', 'con', 'ono', 'nou', 'out', 'utn', 'tnt', 'nto', 'tol', 'oll', 'lls', 'lsp', 'spr', 'pro']","{'tn': 5.229166666666667, 'pro': 5.208333333333333, 'tolls': 5.517045454545454, 'disco': 5.666666666666667, 'nou': 5.242424242424242}",US,0,0,22,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['di', 'is', 'sc', 'co', 'on', 'no', 'ou', 'ut', 'tn', 'nt', 'to', 'ol', 'll', 'ls', 'sp', 'pr', 'ro']",AZ,"['d', 'i', 's', 'c', 'o', 'n', 'o', 'u', 't', 'n', 't', 'o', 'l', 'l', 's', 'p', 'r', 'o']",0,3.3133262041,0,,1,"defaultdict(<class 'int'>, {'o': 4, 't': 2, 'n': 2, 'p': 1, 'u': 1, 's': 2, 'l': 2, 'd': 1, 'w': 3, 'i': 1, 'c': 1, 'r': 1})",-1,tolls,3,0,2019-06-01 10:52:07,See PrivacyGuardian.org,com,
"146 days, 15:52:53.072665",disconoutntollspro,0,"['abuse@namesilo.com', 'pw-ac08cc6ed133a7a6f04f26be1faabcb0@privacyguardian.org']",0,"['DISCONOUTNTOLLSPRO.COM', 'disconoutntollspro.com']",0,,-1,"['dis', 'isc', 'sco', 'con', 'ono', 'nou', 'out', 'utn', 'tnt', 'nto', 'tol', 'oll', 'lls', 'lsp', 'spr', 'pro']","{'tn': 5.229166666666667, 'pro': 5.208333333333333, 'tolls': 5.517045454545454, 'disco': 5.666666666666667, 'nou': 5.242424242424242}",US,0,0,22,"[('facebook.com', 86), ('twitter.com', 86)]","NameSilo, LLC",0,"['di', 'is', 'sc', 'co', 'on', 'no', 'ou', 'ut', 'tn', 'nt', 'to', 'ol', 'll', 'ls', 'sp', 'pr', 'ro']",AZ,"['d', 'i', 's', 'c', 'o', 'n', 'o', 'u', 't', 'n', 't', 'o', 'l', 'l', 's', 'p', 'r', 'o']",0,3.3133262041,0,,1,"defaultdict(<class 'int'>, {'o': 4, 't': 2, 'n': 2, 'p': 1, 'u': 1, 's': 2, 'l': 2, 'd': 1, 'w': 3, 'i': 1, 'c': 1, 'r': 1})",-1,tolls,3,0,2019-06-01 10:52:07,See PrivacyGuardian.org,com,
"8075 days, 22:45:08.771635",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:45:21.945112",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:45:35.027277",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:45:48.109260",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"184 days, 8:01:31.182731",dm-solution,0,abuse@dynadot.com,0,dm-solution.top,0,,-1,"['dm-', 'm-s', '-so', 'sol', 'olu', 'lut', 'uti', 'tio', 'ion']","{'-': 5.742424242424242, 'o': 5.354166666666667, 'i': 5.392045454545454, 't': 5.424242424242424, 'n': 5.428030303030303, 'dm': 5.517045454545454, 'u': 5.547348484848484, 's': 5.431818181818182, 'l': 5.484848484848484}",,0,0,12,"[('t.co', 64), ('dailymotion.com', 60)]",Dynadot LLC,0,"['dm', 'm-', '-s', 'so', 'ol', 'lu', 'ut', 'ti', 'io', 'on']",,"['d', 'm', '-', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n']",0,3.119548959,0,,0,"defaultdict(<class 'int'>, {'-': 1, 'n': 1, 'o': 2, 'm': 1, 't': 1, 'd': 1, 'i': 1, 'u': 1, 's': 1, 'l': 1})",-1,dm,2,0,2019-04-24 18:44:30,,top,
"184 days, 8:01:32.437365",dm-solution,0,abuse@dynadot.com,0,dm-solution.top,0,,-1,"['dm-', 'm-s', '-so', 'sol', 'olu', 'lut', 'uti', 'tio', 'ion']","{'-': 5.742424242424242, 'o': 5.354166666666667, 'i': 5.392045454545454, 't': 5.424242424242424, 'n': 5.428030303030303, 'dm': 5.517045454545454, 'u': 5.547348484848484, 's': 5.431818181818182, 'l': 5.484848484848484}",,0,0,12,"[('t.co', 64), ('dailymotion.com', 60)]",Dynadot LLC,0,"['dm', 'm-', '-s', 'so', 'ol', 'lu', 'ut', 'ti', 'io', 'on']",,"['d', 'm', '-', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n']",0,3.119548959,0,,0,"defaultdict(<class 'int'>, {'-': 1, 'n': 1, 'o': 2, 'm': 1, 't': 1, 'd': 1, 'i': 1, 'u': 1, 's': 1, 'l': 1})",-1,dm,2,0,2019-04-24 18:44:30,,top,
"144 days, 15:48:56.676818",domaispacego,0,"['abuse@namesilo.com', 'pw-2bee697e9c602a641d00d455395ed367@privacyguardian.org']",0,"['DOMAISPACEGO.COM', 'domaispacego.com']",0,,-1,"['dom', 'oma', 'mai', 'ais', 'isp', 'spa', 'pac', 'ace', 'ceg', 'ego']","{'do': 5.276515151515151, 'go': 5.265151515151516, 'space': 5.395833333333333, 'mai': 5.149621212121212}",US,0,0,13,"[('go.com', 90), ('google.com', 86)]","NameSilo, LLC",0,"['do', 'om', 'ma', 'ai', 'is', 'sp', 'pa', 'ac', 'ce', 'eg', 'go']",AZ,"['d', 'o', 'm', 'a', 'i', 's', 'p', 'a', 'c', 'e', 'g', 'o']",0,3.1080982014,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'e': 1, 'o': 2, 'i': 1, 'm': 1, 'd': 1, 'g': 1, 'c': 1, 's': 1})",-1,space,3,0,2019-06-03 10:57:07,See PrivacyGuardian.org,com,
"144 days, 15:49:01.436817",domaispacego,0,"['abuse@namesilo.com', 'pw-2bee697e9c602a641d00d455395ed367@privacyguardian.org']",0,"['DOMAISPACEGO.COM', 'domaispacego.com']",0,,-1,"['dom', 'oma', 'mai', 'ais', 'isp', 'spa', 'pac', 'ace', 'ceg', 'ego']","{'do': 5.276515151515151, 'go': 5.265151515151516, 'space': 5.395833333333333, 'mai': 5.149621212121212}",US,0,0,16,"[('go.com', 90), ('google.com', 86)]","NameSilo, LLC",0,"['do', 'om', 'ma', 'ai', 'is', 'sp', 'pa', 'ac', 'ce', 'eg', 'go']",AZ,"['d', 'o', 'm', 'a', 'i', 's', 'p', 'a', 'c', 'e', 'g', 'o']",0,3.2028195311,0,,1,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'w': 3, 'e': 1, 'o': 2, 'm': 1, 'd': 1, 'g': 1, 'i': 1, 'c': 1, 's': 1})",-1,space,3,0,2019-06-03 10:57:07,See PrivacyGuardian.org,com,
"144 days, 15:49:06.202629",domaispacego,0,"['abuse@namesilo.com', 'pw-2bee697e9c602a641d00d455395ed367@privacyguardian.org']",0,"['DOMAISPACEGO.COM', 'domaispacego.com']",0,,-1,"['dom', 'oma', 'mai', 'ais', 'isp', 'spa', 'pac', 'ace', 'ceg', 'ego']","{'do': 5.276515151515151, 'go': 5.265151515151516, 'space': 5.395833333333333, 'mai': 5.149621212121212}",US,0,0,16,"[('go.com', 90), ('google.com', 86)]","NameSilo, LLC",0,"['do', 'om', 'ma', 'ai', 'is', 'sp', 'pa', 'ac', 'ce', 'eg', 'go']",AZ,"['d', 'o', 'm', 'a', 'i', 's', 'p', 'a', 'c', 'e', 'g', 'o']",0,3.2028195311,0,,1,"defaultdict(<class 'int'>, {'a': 2, 'p': 1, 'w': 3, 'e': 1, 'o': 2, 'm': 1, 'd': 1, 'g': 1, 'i': 1, 'c': 1, 's': 1})",-1,space,3,0,2019-06-03 10:57:07,See PrivacyGuardian.org,com,
"8075 days, 22:46:17.929534",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:46:31.055893",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,7,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,1.8348756475,0,,0,"defaultdict(<class 'int'>, {'g': 2, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:46:44.117024",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"8075 days, 22:46:57.209997",google,0,"['abusecomplaints@markmonitor.com', 'whoisrequest@markmonitor.com']",0,"['GOOGLE.COM', 'google.com']",0,,1,"['goo', 'oog', 'ogl', 'gle']",{'google': 5.9147727272727275},US,0,0,10,"[('google.com', 100), ('google.com.br', 95)]","MarkMonitor, Inc.",0,"['go', 'oo', 'og', 'gl', 'le']",CA,"['g', 'o', 'o', 'g', 'l', 'e']",0,2.1142465352,0,,1,"defaultdict(<class 'int'>, {'g': 2, 'w': 3, 'o': 2, 'e': 1, 'l': 1})",-1,google,8,0,1997-09-15 04:00:00,Google LLC,com,
"135 days, 20:23:13.357823",donellatimidoti,0,,0,DONELLATIMIDOTI.RU,0,,-1,"['don', 'one', 'nel', 'ell', 'lla', 'lat', 'ati', 'tim', 'imi', 'mid', 'ido', 'dot', 'oti']","{'timi': 5.284090909090909, 'don': 5.068181818181818, 'dot': 5.106060606060606, 'i': 5.392045454545454, 'ella': 5.409090909090909}",,0,0,16,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['do', 'on', 'ne', 'el', 'll', 'la', 'at', 'ti', 'im', 'mi', 'id', 'do', 'ot', 'ti']",,"['d', 'o', 'n', 'e', 'l', 'l', 'a', 't', 'i', 'm', 'i', 'd', 'o', 't', 'i']",0,2.9528195311,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'n': 1, 'o': 2, 'e': 1, 't': 2, 'd': 2, 'i': 3, 'm': 1, 'l': 2})",-1,timi,2,0,2019-06-12 06:23:57,,ru,
"169 days, 20:05:51.483839",donutfrezx1,0,"['abuse@namecheap.com', '07aae41ce10f4b358e6b80f3cf490112.protect@whoisguard.com']",0,donutfrezx1.top,0,,-1,"['don', 'onu', 'nut', 'utf', 'tfr', 'fre', 'rez', 'ezx', 'zx1']","{'rez': 5.325757575757576, 'x': 5.725378787878788, 'utf': 5.403409090909091, 'don': 5.068181818181818, '1': 5.740530303030303}",PA,0,0,12,"[('ustream.tv', 54), ('amzn.to', 51)]",NAMECHEAP INC,0,"['do', 'on', 'nu', 'ut', 'tf', 'fr', 're', 'ez', 'zx', 'x1']",Panama,"['d', 'o', 'n', 'u', 't', 'f', 'r', 'e', 'z', 'x', '1']",0,3.2862156257,5.8823529412,,0,"defaultdict(<class 'int'>, {'n': 1, 'x': 1, 'o': 1, 't': 1, 'd': 1, 'z': 1, 'f': 1, 'u': 1, 'r': 1, 'e': 1, '1': 1})",-1,rez,2,0,2019-05-09 06:41:26,"WhoisGuard, Inc.",top,
"169 days, 20:05:53.603597",donutfrezx1,0,"['abuse@namecheap.com', '07aae41ce10f4b358e6b80f3cf490112.protect@whoisguard.com']",0,donutfrezx1.top,0,,-1,"['don', 'onu', 'nut', 'utf', 'tfr', 'fre', 'rez', 'ezx', 'zx1']","{'rez': 5.325757575757576, 'x': 5.725378787878788, 'utf': 5.403409090909091, 'don': 5.068181818181818, '1': 5.740530303030303}",PA,0,0,12,"[('ustream.tv', 54), ('amzn.to', 51)]",NAMECHEAP INC,0,"['do', 'on', 'nu', 'ut', 'tf', 'fr', 're', 'ez', 'zx', 'x1']",Panama,"['d', 'o', 'n', 'u', 't', 'f', 'r', 'e', 'z', 'x', '1']",0,3.2862156257,5.8823529412,,0,"defaultdict(<class 'int'>, {'n': 1, 'x': 1, 'o': 1, 't': 1, 'd': 1, 'z': 1, 'f': 1, 'u': 1, 'r': 1, 'e': 1, '1': 1})",-1,rez,2,0,2019-05-09 06:41:26,"WhoisGuard, Inc.",top,
"171 days, 19:04:08.475011",dorenmockl2,0,"['abuse@namecheap.com', '0c945a21efa3411aa27f23134c26ae98.protect@whoisguard.com']",0,dorenmockl2.top,0,,-1,"['dor', 'ore', 'ren', 'enm', 'nmo', 'moc', 'ock', 'ckl', 'kl2']","{'2': 5.740530303030303, 'ren': 5.1022727272727275, 'kl': 5.441287878787879, 'do': 5.276515151515151, 'moc': 5.221590909090909}",PA,0,0,12,"[('t.co', 51), ('ow.ly', 51)]",NAMECHEAP INC,0,"['do', 'or', 're', 'en', 'nm', 'mo', 'oc', 'ck', 'kl', 'l2']",Panama,"['d', 'o', 'r', 'e', 'n', 'm', 'o', 'c', 'k', 'l', '2']",0,3.119548959,5.8823529412,,0,"defaultdict(<class 'int'>, {'k': 1, 'n': 1, 'o': 2, 'e': 1, 'm': 1, 'd': 1, 'c': 1, 'r': 1, '2': 1, 'l': 1})",-1,moc,2,0,2019-05-07 07:43:13,"WhoisGuard, Inc.",top,
"171 days, 19:04:10.124924",dorenmockl2,0,"['abuse@namecheap.com', '0c945a21efa3411aa27f23134c26ae98.protect@whoisguard.com']",0,dorenmockl2.top,0,,-1,"['dor', 'ore', 'ren', 'enm', 'nmo', 'moc', 'ock', 'ckl', 'kl2']","{'2': 5.740530303030303, 'ren': 5.1022727272727275, 'kl': 5.441287878787879, 'do': 5.276515151515151, 'moc': 5.221590909090909}",PA,0,0,12,"[('t.co', 51), ('ow.ly', 51)]",NAMECHEAP INC,0,"['do', 'or', 're', 'en', 'nm', 'mo', 'oc', 'ck', 'kl', 'l2']",Panama,"['d', 'o', 'r', 'e', 'n', 'm', 'o', 'c', 'k', 'l', '2']",0,3.119548959,5.8823529412,,0,"defaultdict(<class 'int'>, {'k': 1, 'n': 1, 'o': 2, 'e': 1, 'm': 1, 'd': 1, 'c': 1, 'r': 1, '2': 1, 'l': 1})",-1,moc,2,0,2019-05-07 07:43:13,"WhoisGuard, Inc.",top,
0,com,0,,0,drop99.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,10,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,2.5897352854,13.3333333333,,1,"defaultdict(<class 'int'>, {'p': 1, 'o': 2, '9': 2, 'm': 1, 'd': 1, 'c': 1, 'r': 1})",-1,com,0,0,,,de,
0,com,0,,0,drop99.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,10,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,2.5897352854,13.3333333333,,1,"defaultdict(<class 'int'>, {'p': 1, 'o': 2, '9': 2, 'm': 1, 'd': 1, 'c': 1, 'r': 1})",-1,com,0,0,,,de,
"159 days, 14:16:34.473253",drrmmxx3tcwp57zs,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['DRRMMXX3TCWP57ZS.COM', 'drrmmxx3tcwp57zs.com']",0,,-1,"['drr', 'rrm', 'rmm', 'mmx', 'mxx', 'xx3', 'x3t', '3tc', 'tcw', 'cwp', 'wp5', 'p57', '57z', '7zs']","{'rm': 5.3977272727272725, 'x': 5.725378787878788, '3': 5.744318181818182, 's': 5.431818181818182, 'mx': 5.613636363636363, 'p': 5.554924242424242, 'w': 5.674242424242424, 'dr': 5.3522727272727275, 'z': 5.734848484848484, 't': 5.424242424242424, 'c': 5.537878787878788, '7': 5.744318181818182, '5': 5.742424242424242}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['dr', 'rr', 'rm', 'mm', 'mx', 'xx', 'x3', '3t', 'tc', 'cw', 'wp', 'p5', '57', '7z', 'zs']",Tokyo,"['d', 'r', 'r', 'm', 'm', 'x', 'x', '3', 't', 'c', 'w', 'p', '5', '7', 'z', 's']",0,3.4940826741,13.6363636364,,0,"defaultdict(<class 'int'>, {'x': 2, 'm': 2, 'p': 1, 'd': 1, 'z': 1, '3': 1, 'w': 1, 's': 1, 't': 1, 'c': 1, 'r': 2, '7': 1, '5': 1})",-1,mx,6,0,2019-05-19 12:30:53,Whois Privacy Protection Service by onamae.com,com,
"141 days, 10:19:43.746033",elfriedaveronica,0,,0,ELFRIEDAVERONICA.RU,0,,-1,"['elf', 'lfr', 'fri', 'rie', 'ied', 'eda', 'dav', 'ave', 'ver', 'ero', 'ron', 'oni', 'nic', 'ica']","{'frieda': 6.1268939393939394, 'el': 5.244318181818182, 'veronica': 7.1875}",,0,0,17,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['el', 'lf', 'fr', 'ri', 'ie', 'ed', 'da', 'av', 've', 'er', 'ro', 'on', 'ni', 'ic', 'ca']",,"['e', 'l', 'f', 'r', 'i', 'e', 'd', 'a', 'v', 'e', 'r', 'o', 'n', 'i', 'c', 'a']",0,3.2143834093,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'n': 1, 'e': 3, 'i': 2, 'v': 1, 'd': 1, 'o': 1, 'f': 1, 'c': 1, 'r': 2, 'l': 1})",-1,veronica,2,0,2019-06-06 16:27:45,,ru,
0,eq6w0-2d,0,,0,,0,,-1,"['eq6', 'q6w', '6w0', 'w0-', '0-2', '-2d']","{'2': 5.740530303030303, 'w': 5.674242424242424, '6': 5.744318181818182, '0': 5.744318181818182, 'd': 5.579545454545454, 'eq': 5.452651515151516, '-': 5.742424242424242}",,0,0,9,"[('goo.ne.jp', 48), ('mhlw.go.jp', 48)]",,0,"['eq', 'q6', '6w', 'w0', '0-', '-2', '2d']",,"['e', 'q', '6', 'w', '0', '-', '2', 'd']",0,2.8177111124,23.0769230769,,0,"defaultdict(<class 'int'>, {'2': 1, 'w': 1, '6': 1, 'e': 1, '0': 1, 'd': 1, '-': 1, 'q': 1})",-1,eq,0,0,,,jp,
"159 days, 14:18:40.468426",es9i62piidxbqtyg,0,"['abuse@gmo.jp', 'proxy@whoisprotectservice.com']",0,"['ES9I62PIIDXBQTYG.COM', 'es9i62piidxbqtyg.com']",0,,-1,"['es9', 's9i', '9i6', 'i62', '62p', '2pi', 'pii', 'iid', 'idx', 'dxb', 'xbq', 'bqt', 'qty', 'tyg']","{'6': 5.744318181818182, '9': 5.744318181818182, 'b': 5.551136363636363, '2': 5.740530303030303, 'i': 5.392045454545454, 'es': 5.257575757575758, 'p': 5.554924242424242, 'x': 5.725378787878788, 'd': 5.579545454545454, 't': 5.424242424242424, 'g': 5.524621212121212, 'y': 5.632575757575758, 'q': 5.734848484848484}",JP,0,0,17,"[('g.co', 90), ('facebook.com', 86)]","GMO INTERNET, INC.",0,"['es', 's9', '9i', 'i6', '62', '2p', 'pi', 'ii', 'id', 'dx', 'xb', 'bq', 'qt', 'ty', 'yg']",Tokyo,"['e', 's', '9', 'i', '6', '2', 'p', 'i', 'i', 'd', 'x', 'b', 'q', 't', 'y', 'g']",0,3.5673245858,13.6363636364,,0,"defaultdict(<class 'int'>, {'6': 1, 'i': 3, 'p': 1, '2': 1, 's': 1, 'd': 1, 'x': 1, '9': 1, 't': 1, 'g': 1, 'y': 1, 'q': 1, 'e': 1, 'b': 1})",-1,es,6,0,2019-05-19 12:30:59,Whois Privacy Protection Service by onamae.com,com,
0,f0p02ia43n,0,,0,,0,,-1,"['f0p', '0p0', 'p02', '02i', '2ia', 'ia4', 'a43', '43n']","{'a': 5.365530303030303, '3': 5.744318181818182, '4': 5.744318181818182, 'i': 5.392045454545454, 'p': 5.554924242424242, 'n': 5.428030303030303, '0': 5.744318181818182, 'f': 5.668560606060606, '2': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('japanpost.jp', 48)]",,0,"['f0', '0p', 'p0', '02', '2i', 'ia', 'a4', '43', '3n']",,"['f', '0', 'p', '0', '2', 'i', 'a', '4', '3', 'n']",0,2.9631196533,33.3333333333,,0,"defaultdict(<class 'int'>, {'a': 1, 'p': 1, 'n': 1, '0': 2, 'i': 1, '3': 1, '2': 1, 'f': 1, '4': 1})",-1,n,0,0,,,jp,
